city,lat,lng,STATE,population,id
Johnsburg,42.384,-88.2475,IL,6317,1840011128
Bartonville,40.6397,-89.6608,IL,6250,1840011920
Metropolis,37.1566,-88.7083,IL,6198,1840008773
Du Quoin,38.0019,-89.2323,IL,6150,1840008673
Chillicothe,40.9152,-89.5018,IL,6145,1840007174
East Alton,38.884,-90.1073,IL,6100,1840012794
Lakemoor,42.3396,-88.2028,IL,6048,1840011130
Countryside,41.7741,-87.8752,IL,5964,1840007026
Beardstown,39.9994,-90.4178,IL,5951,1840007268
Staunton,39.0117,-89.7905,IL,5950,1840009602
Posen,41.6291,-87.6858,IL,5914,1840011282
Elburn,41.8838,-88.4615,IL,5863,1840011347
Peoria Heights,40.7466,-89.5701,IL,5858,1840011929
Breese,38.6138,-89.5231,IL,5856,1840006153
Carterville,37.763,-89.0841,IL,5827,1840007575
Mount Zion,39.7797,-88.8835,IL,5820,1840012429
Anna,37.4612,-89.2388,IL,5729,1840007602
Spring Grove,42.4547,-88.2404,IL,5725,1840011143
Pontoon Beach,38.7208,-90.0601,IL,5664,1840012797
Lake Bluff,42.2826,-87.851,IL,5662,1840011158
Willow Springs,41.7335,-87.8859,IL,5643,1840011315
Eureka,40.7145,-89.2774,IL,5614,1840008294
Pana,39.3828,-89.0643,IL,5612,1840009548
Carlinville,39.2775,-89.8762,IL,5584,1840007366
Robbins,41.6431,-87.708,IL,5486,1840011288
Northfield,42.1026,-87.7791,IL,5470,1840011305
Volo,42.3298,-88.1599,IL,5462,1840011182
Monticello,40.0342,-88.5729,IL,5417,1840008377
Pinckneyville,38.0851,-89.3718,IL,5413,1840009844
Coal City,41.2763,-88.2805,IL,5369,1840011613
Grandwood Park,42.3929,-87.9871,IL,5335,1840004639
Carmi,38.0857,-88.1728,IL,5281,1840007525
Hampshire,42.1112,-88.512,IL,5270,1840011343
Spring Valley,41.3359,-89.2034,IL,5239,1840009275
Creve Coeur,40.6422,-89.5986,IL,5194,1840011987
Colona,41.4678,-90.3446,IL,5133,1840007098
Berkeley,41.8891,-87.9114,IL,5130,1840011249
Monee,41.4176,-87.751,IL,5119,1840011492
Poplar Grove,42.3516,-88.8353,IL,5093,1840011146
Gillespie,39.1258,-89.8173,IL,5089,1840008489
Dwight,41.0986,-88.424,IL,5073,1840011783
Milan,41.4416,-90.5595,IL,5061,1840011444
St. Joseph,40.1141,-88.0355,IL,5037,1840012230
Centreville,38.5798,-90.1039,IL,5012,1840007485
Wilmington,41.3203,-88.1633,IL,5691,1840010213
Indianapolis,39.7771,-86.1458,IN,1564699,1840030084
Fort Wayne,41.0885,-85.1436,IN,328564,1840008261
South Bend,41.6771,-86.2692,IN,281100,1840009241
Evansville,37.9881,-87.5341,IN,232285,1840013730
Lafayette,40.399,-86.8593,IN,159293,1840008354
Elkhart,41.6912,-85.962,IN,148131,1840008187
Bloomington,39.1637,-86.5257,IN,114959,1840007376
Notre Dame,41.7012,-86.2379,IN,6720,1840039286
Terre Haute,39.4654,-87.3763,IN,92722,1840009671
Carmel,39.9658,-86.1461,IN,92198,1840007260
Fishers,39.9589,-85.9665,IN,91832,1840010496
Muncie,40.1989,-85.395,IN,88688,1840008365
Anderson,40.0874,-85.692,IN,86481,1840007242
Kokomo,40.464,-86.1277,IN,79099,1840013844
Hammond,41.6169,-87.4909,IN,76618,1840007092
Gary,41.5906,-87.3472,IN,76008,1840008194
Michigan City,41.7098,-86.8705,IN,65144,1840013869
Noblesville,40.0356,-86.0066,IN,61882,1840013891
Columbus,39.2094,-85.9183,IN,58771,1840013714
Greenwood,39.6019,-86.1073,IN,57375,1840007332
Mishawaka,41.6736,-86.1669,IN,49177,1840014695
Lawrence,39.8674,-85.9904,IN,48704,1840008434
Jeffersonville,38.3375,-85.7026,IN,47383,1840008642
West Lafayette,40.4433,-86.9238,IN,46269,1840010430
Richmond,39.8318,-84.8904,IN,42508,1840014176
Marion,40.5496,-85.66,IN,41165,1840013868
Westfield,40.0333,-86.1532,IN,39493,1840010500
Portage,41.5866,-87.1792,IN,36672,1840009264
New Albany,38.3076,-85.8241,IN,36461,1840008662
Merrillville,41.4728,-87.3197,IN,34871,1840009261
Valparaiso,41.4782,-87.0507,IN,33376,1840014674
Goshen,41.574,-85.8304,IN,33220,1840013733
Plainfield,39.6956,-86.3708,IN,32865,1840010579
Warsaw,41.2443,-85.8478,IN,32813,1840010277
Granger,41.7373,-86.135,IN,30717,1840030079
Crown Point,41.4141,-87.3456,IN,29625,1840007091
Schererville,41.487,-87.4444,IN,28633,1840010222
Hobart,41.5139,-87.2729,IN,28255,1840007093
East Chicago,41.6484,-87.4536,IN,28215,1840008193
Zionsville,39.999,-86.2921,IN,26710,1840010515
Brownsburg,39.8329,-86.3824,IN,25911,1840009536
Franklin,39.4931,-86.0542,IN,25089,1840008460
Seymour,38.9477,-85.8912,IN,23031,1840009708
Munster,41.5469,-87.504,IN,22717,1840009262
Highland,41.5484,-87.4588,IN,22585,1840010226
Auburn,41.3666,-85.0559,IN,22457,1840007100
Greenfield,39.7937,-85.7738,IN,22094,1840014673
New Castle,39.919,-85.3697,IN,21855,1840008396
Clarksville,38.3221,-85.7673,IN,21694,1840009665
La Porte,41.6077,-86.7137,IN,21681,1840030063
Logansport,40.7472,-86.3519,IN,20809,1840013861
Shelbyville,39.5325,-85.7762,IN,20663,1840009561
Vincennes,38.6759,-87.5102,IN,20501,1840010730
Crawfordsville,40.0428,-86.8975,IN,18305,1840007261
Madison,38.758,-85.3971,IN,17981,1840009728
Huntington,40.8816,-85.5054,IN,17886,1840007169
Avon,39.7599,-86.391,IN,17568,1840009535
St. John,41.443,-87.4702,IN,17259,1840010221
Jasper,38.3934,-86.9404,IN,16262,1840008646
Griffith,41.5279,-87.424,IN,16152,1840010225
Frankfort,40.2799,-86.518,IN,16079,1840008358
Dyer,41.4978,-87.509,IN,15941,1840010224
Lebanon,40.0318,-86.455,IN,15577,1840008387
New Haven,41.0673,-85.0233,IN,15560,1840008262
Bedford,38.8602,-86.4895,IN,14845,1840007426
Beech Grove,39.7153,-86.087,IN,14795,1840007307
Connersville,39.6582,-85.141,IN,14646,1840007318
Chesterton,41.5994,-87.0549,IN,13503,1840009267
Washington,38.6592,-87.1721,IN,13117,1840010735
Martinsville,39.4227,-86.4208,IN,13022,1840008461
Lawrenceburg,39.0986,-84.8712,IN,12956,1840008523
Peru,40.7585,-86.0714,IN,12643,1840009363
Cedar Lake,41.3694,-87.438,IN,12470,1840009259
Plymouth,41.3482,-86.3187,IN,12406,1840014170
Speedway,39.7937,-86.2479,IN,12140,1840010574
Greensburg,39.3515,-85.5024,IN,11971,1840014567
Lake Station,41.5729,-87.2599,IN,11965,1840008195
Scottsburg,38.6854,-85.7831,IN,11416,1840009788
North Vernon,39.0175,-85.6314,IN,11352,1840008549
Angola,41.6432,-85.005,IN,11252,1840007084
Yorktown,40.183,-85.5123,IN,11199,1840010463
Greencastle,39.6431,-86.8419,IN,10834,1840008439
Decatur,40.8286,-84.9282,IN,10613,1840007177
Kendallville,41.4441,-85.2578,IN,10383,1840008208
Lowell,41.2928,-87.4206,IN,10253,1840009260
Bluffton,40.7426,-85.173,IN,10085,1840007178
Wabash,40.8034,-85.8301,IN,9877,1840010335
Danville,39.7607,-86.5081,IN,9819,1840009539
Tell City,37.9528,-86.7597,IN,9668,1840009755
Mooresville,39.6038,-86.3674,IN,9641,1840009668
Columbia City,41.1612,-85.4855,IN,9535,1840007140
Elwood,40.2743,-85.8371,IN,9218,1840008364
Sellersburg,38.4028,-85.7706,IN,8860,1840010786
Princeton,38.3552,-87.5784,IN,8602,1840009801
Monticello,40.7455,-86.7669,IN,8468,1840008296
Whitestown,39.9706,-86.3609,IN,8179,1840010514
Brazil,39.5232,-87.1243,IN,8078,1840005744
Batesville,39.2974,-85.2139,IN,7831,1840007379
Charlestown,38.427,-85.6677,IN,7496,1840007489
Nappanee,41.4451,-85.9942,IN,7135,1840008189
Syracuse,41.4226,-85.7492,IN,7068,1840010280
Lakes of the Four Seasons,41.4074,-87.2203,IN,7061,1840004833
Rochester,41.059,-86.196,IN,7041,1840009329
McCordsville,39.8967,-85.9208,IN,6838,1840009526
Mount Vernon,37.9364,-87.8955,IN,6813,1840013884
Huntertown,41.2157,-85.1715,IN,6729,1840010297
Ellettsville,39.2324,-86.6233,IN,6677,1840010665
Tipton,40.2818,-86.0424,IN,6522,1840010448
Rushville,39.6156,-85.4466,IN,6425,1840014235
Salem,38.6048,-86.0977,IN,6391,1840009790
Garrett,41.3526,-85.1238,IN,6364,1840008207
Boonville,38.0469,-87.2847,IN,6348,1840007528
Clinton,39.6608,-87.4045,IN,6202,1840007263
Dunlap,41.6346,-85.9235,IN,6110,1840004814
New Whiteland,39.5617,-86.0996,IN,6092,1840009570
Rensselaer,40.9381,-87.1683,IN,6067,1840009320
Portland,40.4377,-84.9835,IN,5929,1840014175
Gas City,40.4897,-85.5984,IN,5805,1840008338
North Manchester,41.0044,-85.775,IN,5761,1840009360
Westville,41.5381,-86.9055,IN,5753,1840010203
Hartford City,40.4537,-85.3736,IN,5733,1840007231
Cumberland,39.7844,-85.9459,IN,5683,1840009532
Berne,40.6567,-84.9555,IN,5677,1840007176
Linton,39.0357,-87.1587,IN,5636,1840009692
Huntingburg,38.3009,-86.9625,IN,5562,1840007496
Corydon,38.2132,-86.126,IN,5532,1840009820
Hidden Valley,39.1673,-84.8444,IN,5344,1840005881
Union City,40.1995,-84.8206,IN,5257,1840010480
Winona Lake,41.2166,-85.8106,IN,5149,1840010281
South Haven,41.5438,-87.1367,IN,5064,1840004834
Attica,40.2876,-87.2449,IN,5036,1840007244
Alexandria,40.2583,-85.676,IN,5015,1840007241
Bargersville,39.5412,-86.2004,IN,7457,1840009569
Winfield,41.4097,-87.2623,IN,5684,1840010228
Bright,39.2254,-84.8613,IN,5326,1840005882
Des Moines,41.5725,-93.6105,IA,481222,1840007069
Davenport,41.5563,-90.6052,IA,287413,1840007081
Cedar Rapids,41.9667,-91.6781,IA,186160,1840000471
Iowa City,41.6559,-91.5304,IA,119091,1840000532
Waterloo,42.492,-92.3522,IA,112060,1840000440
Sioux City,42.4959,-96.3901,IA,106279,1840000447
Dubuque,42.5007,-90.7067,IA,68573,1840000438
Ames,42.0258,-93.6216,IA,68156,1840007019
West Des Moines,41.5522,-93.7805,IA,65608,1840010185
Ankeny,41.7284,-93.6034,IA,62416,1840007066
Council Bluffs,41.2369,-95.8518,IA,62316,1840007117
Urbandale,41.639,-93.7813,IA,43592,1840010184
Cedar Falls,42.5195,-92.4534,IA,41570,1840006946
Marion,42.0452,-91.5847,IA,39400,1840008099
Bettendorf,41.5656,-90.4764,IA,35813,1840007079
Clinton,41.8434,-90.2409,IA,30642,1840000507
Burlington,40.8072,-91.1247,IA,28830,1840007164
Marshalltown,42.0341,-92.9067,IA,26593,1840008112
Mason City,43.1487,-93.1998,IA,26457,1840000380
Muscatine,41.4195,-91.068,IA,26335,1840008202
Fort Dodge,42.5098,-94.1751,IA,24223,1840000439
Ottumwa,41.0196,-92.4186,IA,24206,1840009339
Johnston,41.6857,-93.7174,IA,21562,1840008170
Coralville,41.699,-91.5967,IA,20881,1840007076
Waukee,41.5984,-93.8872,IA,20649,1840010181
North Liberty,41.7439,-91.6105,IA,18813,1840008179
Altoona,41.648,-93.4782,IA,18699,1840007065
Clive,41.6147,-93.7979,IA,17172,1840007063
Newton,41.6964,-93.0403,IA,15505,1840008171
Indianola,41.3629,-93.5652,IA,15447,1840000648
Keokuk,40.4095,-91.403,IA,12866,1840001036
Grimes,41.6776,-93.7946,IA,12742,1840007068
Boone,42.053,-93.877,IA,12640,1840007012
Oskaloosa,41.2922,-92.6403,IA,12636,1840000650
Spirit Lake,43.4176,-95.1109,IA,11398,1840009023
Storm Lake,42.6431,-95.197,IA,11376,1840000397
Fairfield,41.0061,-91.9669,IA,11361,1840000887
Norwalk,41.4897,-93.6913,IA,10896,1840008213
Spencer,43.1468,-95.1534,IA,10769,1840000381
Fort Madison,40.6207,-91.3509,IA,10326,1840008321
Pleasant Hill,41.5855,-93.4999,IA,9873,1840009219
Carroll,42.0699,-94.8647,IA,9758,1840000490
Pella,41.4051,-92.9177,IA,9624,1840009293
Le Mars,42.7809,-96.1743,IA,9370,1840008022
Grinnell,41.7361,-92.7244,IA,8892,1840000531
Waverly,42.725,-92.4708,IA,8841,1840000404
Mount Pleasant,40.9625,-91.5453,IA,8465,1840000888
Denison,42.016,-95.3528,IA,8303,1840007008
Decorah,43.3016,-91.7846,IA,8184,1840006864
Clear Lake,43.1346,-93.374,IA,7723,1840000379
Creston,41.0597,-94.365,IA,7622,1840000892
Webster City,42.4623,-93.8167,IA,7489,1840000449
Perry,41.8387,-94.0938,IA,7444,1840009211
Charles City,43.0644,-92.6745,IA,7425,1840000382
Hiawatha,42.0545,-91.691,IA,7353,1840006989
Knoxville,41.3188,-93.1024,IA,7212,1840008229
Sioux Center,43.0748,-96.1707,IA,7150,1840009043
Orange City,43.0021,-96.0567,IA,6997,1840009044
Washington,41.2982,-91.6928,IA,6745,1840010255
Nevada,42.0186,-93.4635,IA,6707,1840008125
Eldridge,41.6394,-90.5805,IA,6543,1840008182
Oelwein,42.6715,-91.9133,IA,6498,1840008007
Mount Vernon,41.923,-91.4244,IA,6353,1840008100
Bondurant,41.6987,-93.4548,IA,6178,1840007067
Glenwood,41.0445,-95.7408,IA,6137,1840008273
Atlantic,41.3957,-95.0138,IA,6085,1840007125
Maquoketa,42.0598,-90.6651,IA,5936,1840009137
Independence,42.4621,-91.903,IA,5824,1840008058
Estherville,43.3998,-94.8343,IA,5640,1840007962
Asbury,42.5119,-90.7796,IA,5586,1840006928
Anamosa,42.1091,-91.2758,IA,5355,1840006993
Centerville,40.7294,-92.8718,IA,5300,1840001006
Red Oak,41.0141,-95.2248,IA,5277,1840009346
Algona,43.0743,-94.2301,IA,5251,1840000352
Clarinda,40.738,-95.034,IA,5184,1840007180
Humboldt,42.7232,-94.2245,IA,5139,1840000400
Winterset,41.3457,-94.0137,IA,5127,1840000649
Wichita,37.6897,-97.3441,KS,483057,1840001686
Overland Park,38.887,-94.687,KS,191278,1840003834
Kansas City,39.1234,-94.7443,KS,152938,1840001626
Topeka,39.0346,-95.6955,KS,148960,1840001621
Olathe,38.8832,-94.8198,KS,137472,1840003833
Lawrence,38.9598,-95.2641,KS,97341,1840001632
Shawnee,39.0158,-94.8076,KS,65513,1840001641
Manhattan,39.1885,-96.6047,KS,57284,1840001589
Lenexa,38.9609,-94.8018,KS,53553,1840001639
Salina,38.8137,-97.6143,KS,46782,1840001647
Leavenworth,39.3233,-94.9244,KS,46517,1840001591
Hutchinson,38.0671,-97.9081,KS,42940,1840001673
Junction City,39.0271,-96.8497,KS,38178,1840001620
Leawood,38.9075,-94.6258,KS,34659,1840001638
Garden City,37.9754,-100.8528,KS,30206,1840001669
Dodge City,37.761,-100.0182,KS,27696,1840001684
Emporia,38.4028,-96.1924,KS,24639,1840001652
Derby,37.5571,-97.2552,KS,23673,1840007569
Pittsburg,37.4129,-94.6984,KS,22899,1840001697
Prairie Village,38.9874,-94.6362,KS,22368,1840001644
Gardner,38.8158,-94.93,KS,21583,1840001636
Hays,38.8816,-99.3219,KS,21525,1840001628
Newton,38.0364,-97.3463,KS,20370,1840003846
Liberal,37.0466,-100.9295,KS,19636,1840001704
Great Bend,38.3593,-98.8015,KS,15519,1840001656
El Dorado,37.8209,-96.8614,KS,14692,1840001676
McPherson,38.3714,-97.6606,KS,13128,1840001659
Andover,37.6868,-97.1353,KS,13111,1840007546
Arkansas City,37.0726,-97.0385,KS,12449,1840001700
Ottawa,38.6,-95.2642,KS,12147,1840003840
Lansing,39.2427,-94.8951,KS,11947,1840001590
Winfield,37.274,-96.9499,KS,11836,1840001701
Haysville,37.5649,-97.3527,KS,11278,1840007568
Merriam,39.0186,-94.6933,KS,11212,1840003830
Atchison,39.5625,-95.1368,KS,10775,1840001543
Coffeyville,37.0519,-95.6179,KS,10046,1840001707
Parsons,37.3405,-95.2959,KS,9572,1840001712
Augusta,37.6955,-96.9921,KS,9466,1840001675
Mission,39.027,-94.6568,KS,9409,1840003831
Independence,37.2118,-95.7328,KS,9166,1840001708
Chanute,37.6695,-95.4621,KS,8994,1840001694
Bel Aire,37.7749,-97.2457,KS,7914,1840045965
Fort Riley,39.1111,-96.8138,KS,7808,1840073757
Park City,37.8102,-97.3255,KS,7729,1840009870
Fort Scott,37.8283,-94.7038,KS,7628,1840001683
Wellington,37.2622,-97.4281,KS,7450,1840001703
Valley Center,37.8333,-97.3645,KS,7300,1840010848
Roeland Park,39.0358,-94.6374,KS,6772,1840001640
Spring Hill,38.7565,-94.82,KS,6635,1840001642
Abilene,38.9229,-97.2251,KS,6575,1840001629
Pratt,37.6777,-98.7465,KS,6462,1840001687
Mulvane,37.4788,-97.2725,KS,6359,1840008748
Eudora,38.9344,-95.0956,KS,6333,1840008558
Ulysses,37.5772,-101.3547,KS,6025,1840010856
Colby,39.3843,-101.0459,KS,5436,1840001553
Tonganoxie,39.1084,-95.0829,KS,5384,1840010661
Paola,38.5784,-94.8619,KS,5378,1840001654
Iola,37.9274,-95.4006,KS,5377,1840001681
Concordia,39.5669,-97.6466,KS,5047,1840001541
De Soto,38.9687,-94.9549,KS,5019,1840001633
Basehor,39.1342,-94.9324,KS,5017,1840007373
Bonner Springs,39.0817,-94.8776,KS,7784,1840001624
Louisville,38.1663,-85.6485,KY,1011696,1840030815
Lexington,38.0423,-84.4587,KY,315939,1840015211
Frankfort,38.1924,-84.8643,KY,38664,1840013210
Newport,39.0855,-84.4868,KY,15033,1840014261
Bellevue,39.1011,-84.4776,KY,5772,1840013164
Bowling Green,36.9715,-86.4375,KY,90448,1840013265
Elizabethtown,37.703,-85.8769,KY,77317,1840013218
Owensboro,37.7573,-87.1174,KY,73173,1840014340
Paducah,37.0711,-88.6435,KY,48629,1840014388
Covington,39.0334,-84.5166,KY,40455,1840014263
Richmond,37.7306,-84.2926,KY,40111,1840014341
London,37.1209,-84.0804,KY,37424,1840015258
Georgetown,38.2251,-84.5481,KY,35586,1840013197
Florence,38.99,-84.6471,KY,32305,1840013161
Hopkinsville,36.8383,-87.4779,KY,31681,1840014399
Nicholasville,37.8904,-84.5668,KY,30600,1840014330
Somerset,37.0816,-84.6089,KY,29633,1840015257
Henderson,37.8397,-87.5798,KY,28657,1840014337
Independence,38.951,-84.5492,KY,27634,1840014267
Jeffersontown,38.2048,-85.5701,KY,27395,1840014311
Winchester,38.0017,-84.1908,KY,25996,1840015216
Madisonville,37.341,-87.5034,KY,24144,1840015244
Shelbyville,38.2066,-85.2306,KY,23305,1840015205
Radcliff,37.8205,-85.9366,KY,22576,1840014329
Bardstown,37.8174,-85.4548,KY,21044,1840013219
Ashland,38.4593,-82.6449,KY,20669,1840013195
Murray,36.6145,-88.3206,KY,20639,1840014410
Danville,37.642,-84.7769,KY,19489,1840014354
Erlanger,39.0109,-84.5864,KY,18840,1840013168
St. Matthews,38.2497,-85.6383,KY,18139,1840015194
Berea,37.5904,-84.2898,KY,17929,1840013225
Versailles,38.0488,-84.726,KY,17250,1840015212
Burlington,39.0223,-84.7217,KY,16776,1840013160
Fort Thomas,39.0805,-84.4497,KY,16263,1840013163
Shively,38.197,-85.8136,KY,15800,1840015196
Campbellsville,37.3446,-85.351,KY,14686,1840013242
Mount Washington,38.043,-85.5553,KY,14554,1840014322
Middlesborough,36.6127,-83.7227,KY,14033,1840036079
Glasgow,37.0047,-85.9263,KY,13891,1840013268
Fort Campbell North,36.6554,-87.4658,KY,13600,1840073832
Lawrenceburg,38.0331,-84.9031,KY,13439,1840014321
Paris,38.2016,-84.2719,KY,12662,1840014315
Shepherdsville,37.9806,-85.6999,KY,12260,1840015214
Lyndon,38.2644,-85.5891,KY,11485,1840015191
Mount Sterling,38.0646,-83.9473,KY,11328,1840014319
Maysville,38.6455,-83.7911,KY,11185,1840015180
Mayfield,36.737,-88.6447,KY,11155,1840015268
Franklin,36.7163,-86.5587,KY,9861,1840013290
Central City,37.2962,-87.128,KY,9605,1840014378
Wilmore,37.8787,-84.6544,KY,9478,1840015220
Francisville,39.1067,-84.7277,KY,9458,1840026679
Alexandria,38.9622,-84.386,KY,9438,1840013162
Hillview,38.0562,-85.6847,KY,9076,1840014325
Oakbrook,38.9996,-84.6797,KY,9025,1840030814
La Grange,38.3987,-85.375,KY,8877,1840014287
Harrodsburg,37.7654,-84.8474,KY,8770,1840013222
Edgewood,39.0091,-84.5604,KY,8720,1840013166
Elsmere,38.9949,-84.6017,KY,8644,1840013167
Hazard,37.2583,-83.1976,KY,8502,1840014376
Fort Mitchell,39.0459,-84.5563,KY,8248,1840013170
Morehead,38.1906,-83.4466,KY,8229,1840014291
Middletown,38.241,-85.5215,KY,7914,1840014295
Villa Hills,39.0638,-84.5947,KY,7437,1840015176
Corbin,36.932,-84.1004,KY,7272,1840014405
Oak Grove,36.6686,-87.4216,KY,7266,1840014397
Flatwoods,38.5211,-82.7194,KY,7177,1840013182
Paintsville,37.8167,-82.8088,KY,7113,1840014331
Highland Heights,39.0355,-84.4567,KY,7100,1840014262
Leitchfield,37.4862,-86.2857,KY,6994,1840014366
Russellville,36.8394,-86.895,KY,6823,1840014401
Taylor Mill,39.0092,-84.4988,KY,6765,1840015175
Monticello,36.8404,-84.8506,KY,6634,1840014404
Beaver Dam,37.4044,-86.8745,KY,6633,1840013232
Cynthiana,38.3854,-84.2987,KY,6389,1840014283
Cold Spring,39.013,-84.4349,KY,6370,1840014257
Harlan,36.8432,-83.3184,KY,6280,1840013280
Barbourville,36.8667,-83.8849,KY,6178,1840013277
Hebron,39.0626,-84.709,KY,6095,1840026680
Vine Grove,37.813,-85.9827,KY,6093,1840015218
Williamsburg,36.7392,-84.1647,KY,6009,1840015267
Union,38.9473,-84.6731,KY,5895,1840015166
Lebanon,37.569,-85.2578,KY,5759,1840014353
Fort Wright,39.0462,-84.5362,KY,5729,1840013171
Douglass Hills,38.2367,-85.55,KY,5728,1840014294
Princeton,37.1068,-87.8854,KY,5684,1840014382
Buckner,38.3867,-85.4503,KY,5648,1840013192
Morganfield,37.6869,-87.8876,KY,5496,1840014342
Dayton,39.1128,-84.464,KY,5449,1840014259
Grayson,38.3317,-82.9371,KY,5420,1840013196
Carrollton,38.68,-85.1655,KY,5029,1840014272
Columbia,37.1037,-85.3073,KY,5019,1840014384
Fort Knox,37.8915,-85.9636,KY,9092,1840073833
Pikeville,37.4807,-82.5262,KY,7685,1840014348
Prestonsburg,37.6796,-82.7642,KY,6300,1840014346
Manchester,37.1464,-83.7635,KY,5028,1840015255
New Orleans,30.0687,-89.9288,LA,1029123,1840001839
Baton Rouge,30.4419,-91.131,LA,583613,1840013941
Shreveport,32.4659,-93.7959,LA,287432,1840015768
Lafayette,30.2084,-92.0323,LA,265746,1840015044
Lake Charles,30.2022,-93.2141,LA,153633,1840015039
Metairie,29.9976,-90.1781,LA,144822,1840013994
Houma,29.5799,-90.7058,LA,142969,1840015063
Monroe,32.5183,-92.0775,LA,115462,1840014881
Terrytown,29.9016,-90.028,LA,24216,1840013990
Timberlane,29.8781,-90.0303,LA,10655,1840031154
Mandeville,30.375,-90.0906,LA,94760,1840015909
Slidell,30.2881,-89.7826,LA,93882,1840015911
Alexandria,31.2923,-92.4702,LA,82131,1840013873
Hammond,30.5061,-90.4563,LA,69180,1840013908
Bossier City,32.5227,-93.6667,LA,68554,1840013790
Kenner,30.0109,-90.2549,LA,67451,1840015047
Marrero,29.8871,-90.1126,LA,31425,1840013993
Prairieville,30.3151,-90.9571,LA,30536,1840026029
New Iberia,30.0049,-91.8202,LA,29620,1840015053
Central,30.5593,-91.0369,LA,28984,1840023139
Morgan City,29.7041,-91.192,LA,28964,1840015056
Laplace,30.0731,-90.4758,LA,28218,1840013968
Ruston,32.5329,-92.6361,LA,28199,1840014878
Opelousas,30.528,-92.0851,LA,25056,1840015014
Chalmette,29.9437,-89.966,LA,22907,1840014001
Bayou Cane,29.6244,-90.751,LA,21173,1840014031
Shenandoah,30.4019,-91.002,LA,20481,1840031152
Harvey,29.8876,-90.0666,LA,20311,1840013985
Sulphur,30.2288,-93.3564,LA,20278,1840015927
Abbeville,29.975,-92.1266,LA,19848,1840014005
Natchitoches,31.7317,-93.0979,LA,19466,1840014925
Breaux Bridge,30.2829,-91.9043,LA,18881,1840013960
Gretna,29.91,-90.0515,LA,17935,1840013996
Zachary,30.6642,-91.1634,LA,17538,1840015908
Estelle,29.8447,-90.1021,LA,16791,1840013111
Donaldsonville,30.0953,-90.9925,LA,16035,1840015045
Thibodaux,29.7941,-90.8163,LA,14713,1840015946
Crowley,30.2175,-92.3752,LA,14429,1840015041
Pineville,31.3414,-92.4096,LA,14429,1840014963
Gramercy,30.061,-90.6929,LA,14414,1840017209
River Ridge,29.9593,-90.2202,LA,13809,1840013995
DeRidder,30.8467,-93.2931,LA,13617,1840015013
Belle Chasse,29.8472,-90.0069,LA,13585,1840014028
Baker,30.5833,-91.1581,LA,13537,1840013939
Youngsville,30.0964,-91.9964,LA,13424,1840015931
Franklin,29.7851,-91.5098,LA,13292,1840014019
Luling,29.9008,-90.3523,LA,13088,1840013980
Bastrop,32.7749,-91.9058,LA,12785,1840013793
West Monroe,32.512,-92.1513,LA,12657,1840015795
